district,chamber,indicator,value,topic,type,format,order,topicOrder,pad,id
State Senate District 35,Senate,Owner-occupied households,29857,Households,table,",",2,19,035,610U500US09035
State Senate District 36,Senate,Owner-occupied households,25094,Households,table,",",2,19,036,610U500US09036
Connecticut,State,Owner-occupied households,900223,Households,table,",",2,19,,Connecticut
State House District 1,House,Homeownership rate,0.162,Households,map,.0%,3,20,001,620L500US09001
State House District 2,House,Homeownership rate,0.8,Households,map,.0%,3,20,002,620L500US09002
State House District 3,House,Homeownership rate,0.185,Households,map,.0%,3,20,003,620L500US09003
State House District 4,House,Homeownership rate,0.123,Households,map,.0%,3,20,004,620L500US09004
State House District 5,House,Homeownership rate,0.593,Households,map,.0%,3,20,005,620L500US09005
State House District 6,House,Homeownership rate,0.444,Households,map,.0%,3,20,006,620L500US09006
State House District 7,House,Homeownership rate,0.32,Households,map,.0%,3,20,007,620L500US09007
State House District 8,House,Homeownership rate,0.909,Households,map,.0%,3,20,008,620L500US09008
State House District 9,House,Homeownership rate,0.652,Households,map,.0%,3,20,009,620L500US09009
State House District 10,House,Homeownership rate,0.516,Households,map,.0%,3,20,010,620L500US09010
State House District 11,House,Homeownership rate,0.447,Households,map,.0%,3,20,011,620L500US09011
State House District 12,House,Homeownership rate,0.612,Households,map,.0%,3,20,012,620L500US09012
State House District 13,House,Homeownership rate,0.654,Households,map,.0%,3,20,013,620L500US09013
State House District 14,House,Homeownership rate,0.858,Households,map,.0%,3,20,014,620L500US09014
State House District 15,House,Homeownership rate,0.725,Households,map,.0%,3,20,015,620L500US09015
State House District 16,House,Homeownership rate,0.827,Households,map,.0%,3,20,016,620L500US09016
State House District 17,House,Homeownership rate,0.879,Households,map,.0%,3,20,017,620L500US09017
State House District 18,House,Homeownership rate,0.613,Households,map,.0%,3,20,018,620L500US09018
State House District 19,House,Homeownership rate,0.826,Households,map,.0%,3,20,019,620L500US09019
State House District 20,House,Homeownership rate,0.697,Households,map,.0%,3,20,020,620L500US09020
State House District 21,House,Homeownership rate,0.723,Households,map,.0%,3,20,021,620L500US09021
State House District 22,House,Homeownership rate,0.661,Households,map,.0%,3,20,022,620L500US09022
State House District 23,House,Homeownership rate,0.82,Households,map,.0%,3,20,023,620L500US09023
State House District 24,House,Homeownership rate,0.537,Households,map,.0%,3,20,024,620L500US09024
State House District 25,House,Homeownership rate,0.201,Households,map,.0%,3,20,025,620L500US09025
State House District 26,House,Homeownership rate,0.488,Households,map,.0%,3,20,026,620L500US09026
State House District 27,House,Homeownership rate,0.809,Households,map,.0%,3,20,027,620L500US09027
State House District 28,House,Homeownership rate,0.797,Households,map,.0%,3,20,028,620L500US09028
State House District 29,House,Homeownership rate,0.633,Households,map,.0%,3,20,029,620L500US09029
State House District 30,House,Homeownership rate,0.827,Households,map,.0%,3,20,030,620L500US09030
State House District 31,House,Homeownership rate,0.859,Households,map,.0%,3,20,031,620L500US09031
State House District 32,House,Homeownership rate,0.829,Households,map,.0%,3,20,032,620L500US09032
State House District 33,House,Homeownership rate,0.514,Households,map,.0%,3,20,033,620L500US09033
State House District 34,House,Homeownership rate,0.841,Households,map,.0%,3,20,034,620L500US09034
State House District 35,House,Homeownership rate,0.833,Households,map,.0%,3,20,035,620L500US09035
State House District 36,House,Homeownership rate,0.791,Households,map,.0%,3,20,036,620L500US09036
State House District 37,House,Homeownership rate,0.816,Households,map,.0%,3,20,037,620L500US09037
State House District 38,House,Homeownership rate,0.851,Households,map,.0%,3,20,038,620L500US09038
State House District 39,House,Homeownership rate,0.286,Households,map,.0%,3,20,039,620L500US09039
State House District 40,House,Homeownership rate,0.488,Households,map,.0%,3,20,040,620L500US09040
State House District 41,House,Homeownership rate,0.511,Households,map,.0%,3,20,041,620L500US09041
State House District 42,House,Homeownership rate,0.796,Households,map,.0%,3,20,042,620L500US09042
State House District 43,House,Homeownership rate,0.743,Households,map,.0%,3,20,043,620L500US09043
State House District 44,House,Homeownership rate,0.685,Households,map,.0%,3,20,044,620L500US09044
State House District 45,House,Homeownership rate,0.759,Households,map,.0%,3,20,045,620L500US09045
State House District 46,House,Homeownership rate,0.439,Households,map,.0%,3,20,046,620L500US09046
State House District 47,House,Homeownership rate,0.834,Households,map,.0%,3,20,047,620L500US09047
State House District 48,House,Homeownership rate,0.785,Households,map,.0%,3,20,048,620L500US09048
State House District 49,House,Homeownership rate,0.462,Households,map,.0%,3,20,049,620L500US09049
State House District 50,House,Homeownership rate,0.819,Households,map,.0%,3,20,050,620L500US09050
State House District 51,House,Homeownership rate,0.714,Households,map,.0%,3,20,051,620L500US09051
State House District 52,House,Homeownership rate,0.764,Households,map,.0%,3,20,052,620L500US09052
State House District 53,House,Homeownership rate,0.84,Households,map,.0%,3,20,053,620L500US09053
State House District 54,House,Homeownership rate,0.551,Households,map,.0%,3,20,054,620L500US09054
State House District 55,House,Homeownership rate,0.912,Households,map,.0%,3,20,055,620L500US09055
State House District 56,House,Homeownership rate,0.468,Households,map,.0%,3,20,056,620L500US09056
State House District 57,House,Homeownership rate,0.681,Households,map,.0%,3,20,057,620L500US09057
State House District 58,House,Homeownership rate,0.627,Households,map,.0%,3,20,058,620L500US09058
State House District 59,House,Homeownership rate,0.856,Households,map,.0%,3,20,059,620L500US09059
State House District 60,House,Homeownership rate,0.784,Households,map,.0%,3,20,060,620L500US09060
State House District 61,House,Homeownership rate,0.836,Households,map,.0%,3,20,061,620L500US09061
State House District 62,House,Homeownership rate,0.911,Households,map,.0%,3,20,062,620L500US09062
State House District 63,House,Homeownership rate,0.739,Households,map,.0%,3,20,063,620L500US09063
State House District 64,House,Homeownership rate,0.791,Households,map,.0%,3,20,064,620L500US09064
State House District 65,House,Homeownership rate,0.552,Households,map,.0%,3,20,065,620L500US09065
State House District 66,House,Homeownership rate,0.781,Households,map,.0%,3,20,066,620L500US09066
State House District 67,House,Homeownership rate,0.785,Households,map,.0%,3,20,067,620L500US09067
State House District 68,House,Homeownership rate,0.806,Households,map,.0%,3,20,068,620L500US09068
State House District 69,House,Homeownership rate,0.855,Households,map,.0%,3,20,069,620L500US09069
State House District 70,House,Homeownership rate,0.717,Households,map,.0%,3,20,070,620L500US09070
State House District 71,House,Homeownership rate,0.704,Households,map,.0%,3,20,071,620L500US09071
State House District 72,House,Homeownership rate,0.385,Households,map,.0%,3,20,072,620L500US09072
State House District 73,House,Homeownership rate,0.583,Households,map,.0%,3,20,073,620L500US09073
State House District 74,House,Homeownership rate,0.421,Households,map,.0%,3,20,074,620L500US09074
State House District 75,House,Homeownership rate,0.22,Households,map,.0%,3,20,075,620L500US09075
State House District 76,House,Homeownership rate,0.889,Households,map,.0%,3,20,076,620L500US09076
State House District 77,House,Homeownership rate,0.701,Households,map,.0%,3,20,077,620L500US09077
State House District 78,House,Homeownership rate,0.801,Households,map,.0%,3,20,078,620L500US09078
State House District 79,House,Homeownership rate,0.542,Households,map,.0%,3,20,079,620L500US09079
State House District 80,House,Homeownership rate,0.888,Households,map,.0%,3,20,080,620L500US09080
State House District 81,House,Homeownership rate,0.755,Households,map,.0%,3,20,081,620L500US09081
State House District 82,House,Homeownership rate,0.756,Households,map,.0%,3,20,082,620L500US09082
State House District 83,House,Homeownership rate,0.783,Households,map,.0%,3,20,083,620L500US09083
State House District 84,House,Homeownership rate,0.369,Households,map,.0%,3,20,084,620L500US09084
State House District 85,House,Homeownership rate,0.694,Households,map,.0%,3,20,085,620L500US09085
State House District 86,House,Homeownership rate,0.897,Households,map,.0%,3,20,086,620L500US09086
State House District 87,House,Homeownership rate,0.833,Households,map,.0%,3,20,087,620L500US09087
State House District 88,House,Homeownership rate,0.685,Households,map,.0%,3,20,088,620L500US09088
State House District 89,House,Homeownership rate,0.905,Households,map,.0%,3,20,089,620L500US09089
State House District 90,House,Homeownership rate,0.838,Households,map,.0%,3,20,090,620L500US09090
State House District 91,House,Homeownership rate,0.652,Households,map,.0%,3,20,091,620L500US09091
State House District 92,House,Homeownership rate,0.329,Households,map,.0%,3,20,092,620L500US09092
State House District 93,House,Homeownership rate,0.259,Households,map,.0%,3,20,093,620L500US09093
State House District 94,House,Homeownership rate,0.437,Households,map,.0%,3,20,094,620L500US09094
State House District 95,House,Homeownership rate,0.195,Households,map,.0%,3,20,095,620L500US09095
State House District 96,House,Homeownership rate,0.336,Households,map,.0%,3,20,096,620L500US09096
State House District 97,House,Homeownership rate,0.394,Households,map,.0%,3,20,097,620L500US09097
State House District 98,House,Homeownership rate,0.85,Households,map,.0%,3,20,098,620L500US09098
State House District 99,House,Homeownership rate,0.665,Households,map,.0%,3,20,099,620L500US09099
State House District 100,House,Homeownership rate,0.558,Households,map,.0%,3,20,100,620L500US09100
State House District 101,House,Homeownership rate,0.88,Households,map,.0%,3,20,101,620L500US09101
State House District 102,House,Homeownership rate,0.644,Households,map,.0%,3,20,102,620L500US09102
State House District 103,House,Homeownership rate,0.812,Households,map,.0%,3,20,103,620L500US09103
State House District 104,House,Homeownership rate,0.53,Households,map,.0%,3,20,104,620L500US09104
State House District 105,House,Homeownership rate,0.745,Households,map,.0%,3,20,105,620L500US09105
State House District 106,House,Homeownership rate,0.857,Households,map,.0%,3,20,106,620L500US09106
State House District 107,House,Homeownership rate,0.82,Households,map,.0%,3,20,107,620L500US09107
State House District 108,House,Homeownership rate,0.857,Households,map,.0%,3,20,108,620L500US09108
State House District 109,House,Homeownership rate,0.617,Households,map,.0%,3,20,109,620L500US09109
State House District 110,House,Homeownership rate,0.373,Households,map,.0%,3,20,110,620L500US09110
State House District 111,House,Homeownership rate,0.84,Households,map,.0%,3,20,111,620L500US09111
State House District 112,House,Homeownership rate,0.902,Households,map,.0%,3,20,112,620L500US09112
State House District 113,House,Homeownership rate,0.775,Households,map,.0%,3,20,113,620L500US09113
State House District 114,House,Homeownership rate,0.855,Households,map,.0%,3,20,114,620L500US09114
State House District 115,House,Homeownership rate,0.49,Households,map,.0%,3,20,115,620L500US09115
State House District 116,House,Homeownership rate,0.464,Households,map,.0%,3,20,116,620L500US09116
State House District 117,House,Homeownership rate,0.826,Households,map,.0%,3,20,117,620L500US09117
State House District 118,House,Homeownership rate,0.655,Households,map,.0%,3,20,118,620L500US09118
State House District 119,House,Homeownership rate,0.867,Households,map,.0%,3,20,119,620L500US09119
State House District 120,House,Homeownership rate,0.881,Households,map,.0%,3,20,120,620L500US09120
State House District 121,House,Homeownership rate,0.703,Households,map,.0%,3,20,121,620L500US09121
State House District 122,House,Homeownership rate,0.866,Households,map,.0%,3,20,122,620L500US09122
State House District 123,House,Homeownership rate,0.859,Households,map,.0%,3,20,123,620L500US09123
State House District 124,House,Homeownership rate,0.372,Households,map,.0%,3,20,124,620L500US09124
State House District 125,House,Homeownership rate,0.763,Households,map,.0%,3,20,125,620L500US09125
State House District 126,House,Homeownership rate,0.664,Households,map,.0%,3,20,126,620L500US09126
State House District 127,House,Homeownership rate,0.621,Households,map,.0%,3,20,127,620L500US09127
State House District 128,House,Homeownership rate,0.198,Households,map,.0%,3,20,128,620L500US09128
State House District 129,House,Homeownership rate,0.358,Households,map,.0%,3,20,129,620L500US09129
State House District 130,House,Homeownership rate,0.228,Households,map,.0%,3,20,130,620L500US09130
State House District 131,House,Homeownership rate,0.744,Households,map,.0%,3,20,131,620L500US09131
State House District 132,House,Homeownership rate,0.848,Households,map,.0%,3,20,132,620L500US09132
State House District 133,House,Homeownership rate,0.733,Households,map,.0%,3,20,133,620L500US09133
State House District 134,House,Homeownership rate,0.927,Households,map,.0%,3,20,134,620L500US09134
State House District 135,House,Homeownership rate,0.903,Households,map,.0%,3,20,135,620L500US09135
State House District 136,House,Homeownership rate,0.847,Households,map,.0%,3,20,136,620L500US09136
State House District 137,House,Homeownership rate,0.511,Households,map,.0%,3,20,137,620L500US09137
State House District 138,House,Homeownership rate,0.751,Households,map,.0%,3,20,138,620L500US09138
State House District 139,House,Homeownership rate,0.688,Households,map,.0%,3,20,139,620L500US09139
State House District 140,House,Homeownership rate,0.385,Households,map,.0%,3,20,140,620L500US09140
State House District 141,House,Homeownership rate,0.845,Households,map,.0%,3,20,141,620L500US09141
State House District 142,House,Homeownership rate,0.832,Households,map,.0%,3,20,142,620L500US09142
State House District 143,House,Homeownership rate,0.806,Households,map,.0%,3,20,143,620L500US09143
State House District 144,House,Homeownership rate,0.786,Households,map,.0%,3,20,144,620L500US09144
State House District 145,House,Homeownership rate,0.342,Households,map,.0%,3,20,145,620L500US09145
State House District 146,House,Homeownership rate,0.277,Households,map,.0%,3,20,146,620L500US09146
State House District 147,House,Homeownership rate,0.842,Households,map,.0%,3,20,147,620L500US09147
State House District 148,House,Homeownership rate,0.527,Households,map,.0%,3,20,148,620L500US09148
State House District 149,House,Homeownership rate,0.819,Households,map,.0%,3,20,149,620L500US09149
State House District 150,House,Homeownership rate,0.516,Households,map,.0%,3,20,150,620L500US09150
State House District 151,House,Homeownership rate,0.755,Households,map,.0%,3,20,151,620L500US09151
State Senate District 1,Senate,Homeownership rate,0.375,Households,map,.0%,3,20,001,610U500US09001
State Senate District 2,Senate,Homeownership rate,0.478,Households,map,.0%,3,20,002,610U500US09002
State Senate District 3,Senate,Homeownership rate,0.658,Households,map,.0%,3,20,003,610U500US09003
State Senate District 4,Senate,Homeownership rate,0.67,Households,map,.0%,3,20,004,610U500US09004
State Senate District 5,Senate,Homeownership rate,0.733,Households,map,.0%,3,20,005,610U500US09005
State Senate District 6,Senate,Homeownership rate,0.505,Households,map,.0%,3,20,006,610U500US09006
State Senate District 7,Senate,Homeownership rate,0.793,Households,map,.0%,3,20,007,610U500US09007
State Senate District 8,Senate,Homeownership rate,0.793,Households,map,.0%,3,20,008,610U500US09008
State Senate District 9,Senate,Homeownership rate,0.656,Households,map,.0%,3,20,009,610U500US09009
State Senate District 10,Senate,Homeownership rate,0.325,Households,map,.0%,3,20,010,610U500US09010
State Senate District 11,Senate,Homeownership rate,0.42,Households,map,.0%,3,20,011,610U500US09011
State Senate District 12,Senate,Homeownership rate,0.815,Households,map,.0%,3,20,012,610U500US09012
State Senate District 13,Senate,Homeownership rate,0.687,Households,map,.0%,3,20,013,610U500US09013
State Senate District 14,Senate,Homeownership rate,0.755,Households,map,.0%,3,20,014,610U500US09014
State Senate District 15,Senate,Homeownership rate,0.477,Households,map,.0%,3,20,015,610U500US09015
State Senate District 16,Senate,Homeownership rate,0.737,Households,map,.0%,3,20,016,610U500US09016
State Senate District 17,Senate,Homeownership rate,0.676,Households,map,.0%,3,20,017,610U500US09017
State Senate District 18,Senate,Homeownership rate,0.638,Households,map,.0%,3,20,018,610U500US09018
State Senate District 19,Senate,Homeownership rate,0.7,Households,map,.0%,3,20,019,610U500US09019
State Senate District 20,Senate,Homeownership rate,0.692,Households,map,.0%,3,20,020,610U500US09020
State Senate District 21,Senate,Homeownership rate,0.836,Households,map,.0%,3,20,021,610U500US09021
State Senate District 22,Senate,Homeownership rate,0.677,Households,map,.0%,3,20,022,610U500US09022
State Senate District 23,Senate,Homeownership rate,0.352,Households,map,.0%,3,20,023,610U500US09023
State Senate District 24,Senate,Homeownership rate,0.658,Households,map,.0%,3,20,024,610U500US09024
State Senate District 25,Senate,Homeownership rate,0.64,Households,map,.0%,3,20,025,610U500US09025
State Senate District 26,Senate,Homeownership rate,0.822,Households,map,.0%,3,20,026,610U500US09026
State Senate District 27,Senate,Homeownership rate,0.496,Households,map,.0%,3,20,027,610U500US09027
State Senate District 28,Senate,Homeownership rate,0.847,Households,map,.0%,3,20,028,610U500US09028
State Senate District 29,Senate,Homeownership rate,0.639,Households,map,.0%,3,20,029,610U500US09029
State Senate District 30,Senate,Homeownership rate,0.765,Households,map,.0%,3,20,030,610U500US09030
State Senate District 31,Senate,Homeownership rate,0.697,Households,map,.0%,3,20,031,610U500US09031
State Senate District 32,Senate,Homeownership rate,0.808,Households,map,.0%,3,20,032,610U500US09032
State Senate District 33,Senate,Homeownership rate,0.811,Households,map,.0%,3,20,033,610U500US09033
State Senate District 34,Senate,Homeownership rate,0.756,Households,map,.0%,3,20,034,610U500US09034
State Senate District 35,Senate,Homeownership rate,0.74,Households,map,.0%,3,20,035,610U500US09035
State Senate District 36,Senate,Homeownership rate,0.725,Households,map,.0%,3,20,036,610U500US09036
Connecticut,State,Homeownership rate,0.665,Households,map,.0%,3,20,,Connecticut
State House District 1,House,Cost-burdened households,4912,Households,table,",",4,21,001,620L500US09001
State House District 2,House,Cost-burdened households,3285,Households,table,",",4,21,002,620L500US09002
State House District 3,House,Cost-burdened households,4567,Households,table,",",4,21,003,620L500US09003
State House District 4,House,Cost-burdened households,4702,Households,table,",",4,21,004,620L500US09004
State House District 5,House,Cost-burdened households,3529,Households,table,",",4,21,005,620L500US09005
State House District 6,House,Cost-burdened households,4090,Households,table,",",4,21,006,620L500US09006
State House District 7,House,Cost-burdened households,3579,Households,table,",",4,21,007,620L500US09007
State House District 8,House,Cost-burdened households,2273,Households,table,",",4,21,008,620L500US09008
State House District 9,House,Cost-burdened households,3263,Households,table,",",4,21,009,620L500US09009
State House District 10,House,Cost-burdened households,4398,Households,table,",",4,21,010,620L500US09010
State House District 11,House,Cost-burdened households,3558,Households,table,",",4,21,011,620L500US09011
State House District 12,House,Cost-burdened households,3571,Households,table,",",4,21,012,620L500US09012
State House District 13,House,Cost-burdened households,3031,Households,table,",",4,21,013,620L500US09013
State House District 14,House,Cost-burdened households,2555,Households,table,",",4,21,014,620L500US09014
State House District 15,House,Cost-burdened households,3315,Households,table,",",4,21,015,620L500US09015
State House District 16,House,Cost-burdened households,2526,Households,table,",",4,21,016,620L500US09016
State House District 17,House,Cost-burdened households,2250,Households,table,",",4,21,017,620L500US09017
State House District 18,House,Cost-burdened households,2730,Households,table,",",4,21,018,620L500US09018
State House District 19,House,Cost-burdened households,2619,Households,table,",",4,21,019,620L500US09019
State House District 20,House,Cost-burdened households,3210,Households,table,",",4,21,020,620L500US09020
State House District 21,House,Cost-burdened households,2610,Households,table,",",4,21,021,620L500US09021
State House District 22,House,Cost-burdened households,2941,Households,table,",",4,21,022,620L500US09022
State House District 23,House,Cost-burdened households,3489,Households,table,",",4,21,023,620L500US09023
State House District 24,House,Cost-burdened households,3814,Households,table,",",4,21,024,620L500US09024
State House District 25,House,Cost-burdened households,4871,Households,table,",",4,21,025,620L500US09025
State House District 26,House,Cost-burdened households,3188,Households,table,",",4,21,026,620L500US09026
State House District 27,House,Cost-burdened households,2764,Households,table,",",4,21,027,620L500US09027
State House District 28,House,Cost-burdened households,3022,Households,table,",",4,21,028,620L500US09028
State House District 29,House,Cost-burdened households,3002,Households,table,",",4,21,029,620L500US09029
State House District 30,House,Cost-burdened households,2841,Households,table,",",4,21,030,620L500US09030
State House District 31,House,Cost-burdened households,2351,Households,table,",",4,21,031,620L500US09031
State House District 32,House,Cost-burdened households,2788,Households,table,",",4,21,032,620L500US09032
State House District 33,House,Cost-burdened households,3104,Households,table,",",4,21,033,620L500US09033
State House District 34,House,Cost-burdened households,2533,Households,table,",",4,21,034,620L500US09034
State House District 35,House,Cost-burdened households,3504,Households,table,",",4,21,035,620L500US09035
State House District 36,House,Cost-burdened households,3072,Households,table,",",4,21,036,620L500US09036
State House District 37,House,Cost-burdened households,2555,Households,table,",",4,21,037,620L500US09037
State House District 38,House,Cost-burdened households,2788,Households,table,",",4,21,038,620L500US09038
State House District 39,House,Cost-burdened households,4509,Households,table,",",4,21,039,620L500US09039
State House District 40,House,Cost-burdened households,2985,Households,table,",",4,21,040,620L500US09040
State House District 41,House,Cost-burdened households,3981,Households,table,",",4,21,041,620L500US09041
State House District 42,House,Cost-burdened households,2259,Households,table,",",4,21,042,620L500US09042
State House District 43,House,Cost-burdened households,3100,Households,table,",",4,21,043,620L500US09043
State House District 44,House,Cost-burdened households,3172,Households,table,",",4,21,044,620L500US09044
State House District 45,House,Cost-burdened households,2629,Households,table,",",4,21,045,620L500US09045
State House District 46,House,Cost-burdened households,3697,Households,table,",",4,21,046,620L500US09046
State House District 47,House,Cost-burdened households,2610,Households,table,",",4,21,047,620L500US09047
State House District 48,House,Cost-burdened households,2365,Households,table,",",4,21,048,620L500US09048
State House District 49,House,Cost-burdened households,3869,Households,table,",",4,21,049,620L500US09049
State House District 50,House,Cost-burdened households,2430,Households,table,",",4,21,050,620L500US09050
State House District 51,House,Cost-burdened households,2893,Households,table,",",4,21,051,620L500US09051
State House District 52,House,Cost-burdened households,2671,Households,table,",",4,21,052,620L500US09052
State House District 53,House,Cost-burdened households,2508,Households,table,",",4,21,053,620L500US09053
State House District 54,House,Cost-burdened households,1872,Households,table,",",4,21,054,620L500US09054
State House District 55,House,Cost-burdened households,2331,Households,table,",",4,21,055,620L500US09055
State House District 56,House,Cost-burdened households,4364,Households,table,",",4,21,056,620L500US09056
State House District 57,House,Cost-burdened households,3189,Households,table,",",4,21,057,620L500US09057
State House District 58,House,Cost-burdened households,2926,Households,table,",",4,21,058,620L500US09058
State House District 59,House,Cost-burdened households,1848,Households,table,",",4,21,059,620L500US09059
State House District 60,House,Cost-burdened households,2649,Households,table,",",4,21,060,620L500US09060
State House District 61,House,Cost-burdened households,2302,Households,table,",",4,21,061,620L500US09061
State House District 62,House,Cost-burdened households,2331,Households,table,",",4,21,062,620L500US09062
State House District 63,House,Cost-burdened households,3330,Households,table,",",4,21,063,620L500US09063
State House District 64,House,Cost-burdened households,3109,Households,table,",",4,21,064,620L500US09064
State House District 65,House,Cost-burdened households,3719,Households,table,",",4,21,065,620L500US09065
State House District 66,House,Cost-burdened households,3189,Households,table,",",4,21,066,620L500US09066
State House District 67,House,Cost-burdened households,3146,Households,table,",",4,21,067,620L500US09067
State House District 68,House,Cost-burdened households,2551,Households,table,",",4,21,068,620L500US09068
State House District 69,House,Cost-burdened households,3982,Households,table,",",4,21,069,620L500US09069
State House District 70,House,Cost-burdened households,3036,Households,table,",",4,21,070,620L500US09070
State House District 71,House,Cost-burdened households,3586,Households,table,",",4,21,071,620L500US09071
State House District 72,House,Cost-burdened households,4240,Households,table,",",4,21,072,620L500US09072
State House District 73,House,Cost-burdened households,3811,Households,table,",",4,21,073,620L500US09073
State House District 74,House,Cost-burdened households,4014,Households,table,",",4,21,074,620L500US09074
State House District 75,House,Cost-burdened households,4361,Households,table,",",4,21,075,620L500US09075
State House District 76,House,Cost-burdened households,2452,Households,table,",",4,21,076,620L500US09076
State House District 77,House,Cost-burdened households,3167,Households,table,",",4,21,077,620L500US09077
State House District 78,House,Cost-burdened households,3209,Households,table,",",4,21,078,620L500US09078
State House District 79,House,Cost-burdened households,3651,Households,table,",",4,21,079,620L500US09079
State House District 80,House,Cost-burdened households,2106,Households,table,",",4,21,080,620L500US09080
State House District 81,House,Cost-burdened households,2609,Households,table,",",4,21,081,620L500US09081
State House District 82,House,Cost-burdened households,3105,Households,table,",",4,21,082,620L500US09082
State House District 83,House,Cost-burdened households,2644,Households,table,",",4,21,083,620L500US09083
State House District 84,House,Cost-burdened households,3691,Households,table,",",4,21,084,620L500US09084
State House District 85,House,Cost-burdened households,2708,Households,table,",",4,21,085,620L500US09085
State House District 86,House,Cost-burdened households,2536,Households,table,",",4,21,086,620L500US09086
State House District 87,House,Cost-burdened households,2768,Households,table,",",4,21,087,620L500US09087
State House District 88,House,Cost-burdened households,3025,Households,table,",",4,21,088,620L500US09088
State House District 89,House,Cost-burdened households,2e3,Households,table,",",4,21,089,620L500US09089
State House District 90,House,Cost-burdened households,2102,Households,table,",",4,21,090,620L500US09090
State House District 91,House,Cost-burdened households,3994,Households,table,",",4,21,091,620L500US09091
State House District 92,House,Cost-burdened households,5154,Households,table,",",4,21,092,620L500US09092
State House District 93,House,Cost-burdened households,4214,Households,table,",",4,21,093,620L500US09093
State House District 94,House,Cost-burdened households,4177,Households,table,",",4,21,094,620L500US09094
State House District 95,House,Cost-burdened households,5195,Households,table,",",4,21,095,620L500US09095
State House District 96,House,Cost-burdened households,5012,Households,table,",",4,21,096,620L500US09096
State House District 97,House,Cost-burdened households,4924,Households,table,",",4,21,097,620L500US09097
State House District 98,House,Cost-burdened households,2856,Households,table,",",4,21,098,620L500US09098
State House District 99,House,Cost-burdened households,3958,Households,table,",",4,21,099,620L500US09099
State House District 100,House,Cost-burdened households,3636,Households,table,",",4,21,100,620L500US09100
State House District 101,House,Cost-burdened households,2637,Households,table,",",4,21,101,620L500US09101
State House District 102,House,Cost-burdened households,3836,Households,table,",",4,21,102,620L500US09102
State House District 103,House,Cost-burdened households,1858,Households,table,",",4,21,103,620L500US09103
State House District 104,House,Cost-burdened households,4597,Households,table,",",4,21,104,620L500US09104
State House District 105,House,Cost-burdened households,2753,Households,table,",",4,21,105,620L500US09105
State House District 106,House,Cost-burdened households,2980,Households,table,",",4,21,106,620L500US09106
State House District 107,House,Cost-burdened households,2900,Households,table,",",4,21,107,620L500US09107
State House District 108,House,Cost-burdened households,2665,Households,table,",",4,21,108,620L500US09108
State House District 109,House,Cost-burdened households,3460,Households,table,",",4,21,109,620L500US09109
State House District 110,House,Cost-burdened households,4441,Households,table,",",4,21,110,620L500US09110
State House District 111,House,Cost-burdened households,2791,Households,table,",",4,21,111,620L500US09111
State House District 112,House,Cost-burdened households,2653,Households,table,",",4,21,112,620L500US09112
State House District 113,House,Cost-burdened households,2984,Households,table,",",4,21,113,620L500US09113
State House District 114,House,Cost-burdened households,2734,Households,table,",",4,21,114,620L500US09114
State House District 115,House,Cost-burdened households,4263,Households,table,",",4,21,115,620L500US09115
State House District 116,House,Cost-burdened households,4223,Households,table,",",4,21,116,620L500US09116
State House District 117,House,Cost-burdened households,3686,Households,table,",",4,21,117,620L500US09117
State House District 118,House,Cost-burdened households,4007,Households,table,",",4,21,118,620L500US09118
State House District 119,House,Cost-burdened households,2922,Households,table,",",4,21,119,620L500US09119
State House District 120,House,Cost-burdened households,3424,Households,table,",",4,21,120,620L500US09120
State House District 121,House,Cost-burdened households,4364,Households,table,",",4,21,121,620L500US09121
State House District 122,House,Cost-burdened households,3502,Households,table,",",4,21,122,620L500US09122
State House District 123,House,Cost-burdened households,2834,Households,table,",",4,21,123,620L500US09123
State House District 124,House,Cost-burdened households,4800,Households,table,",",4,21,124,620L500US09124
State House District 125,House,Cost-burdened households,2701,Households,table,",",4,21,125,620L500US09125
State House District 126,House,Cost-burdened households,4153,Households,table,",",4,21,126,620L500US09126
State House District 127,House,Cost-burdened households,3901,Households,table,",",4,21,127,620L500US09127
State House District 128,House,Cost-burdened households,5036,Households,table,",",4,21,128,620L500US09128
State House District 129,House,Cost-burdened households,4026,Households,table,",",4,21,129,620L500US09129
State House District 130,House,Cost-burdened households,4249,Households,table,",",4,21,130,620L500US09130
State House District 131,House,Cost-burdened households,2676,Households,table,",",4,21,131,620L500US09131
State House District 132,House,Cost-burdened households,2840,Households,table,",",4,21,132,620L500US09132
State House District 133,House,Cost-burdened households,2930,Households,table,",",4,21,133,620L500US09133
State House District 134,House,Cost-burdened households,2364,Households,table,",",4,21,134,620L500US09134
State House District 135,House,Cost-burdened households,3308,Households,table,",",4,21,135,620L500US09135
State House District 136,House,Cost-burdened households,2861,Households,table,",",4,21,136,620L500US09136
State House District 137,House,Cost-burdened households,4264,Households,table,",",4,21,137,620L500US09137
State House District 138,House,Cost-burdened households,2882,Households,table,",",4,21,138,620L500US09138
State House District 139,House,Cost-burdened households,2930,Households,table,",",4,21,139,620L500US09139
State House District 140,House,Cost-burdened households,4193,Households,table,",",4,21,140,620L500US09140
State House District 141,House,Cost-burdened households,2664,Households,table,",",4,21,141,620L500US09141
State House District 142,House,Cost-burdened households,3140,Households,table,",",4,21,142,620L500US09142
State House District 143,House,Cost-burdened households,2979,Households,table,",",4,21,143,620L500US09143
State House District 144,House,Cost-burdened households,3074,Households,table,",",4,21,144,620L500US09144
State House District 145,House,Cost-burdened households,4495,Households,table,",",4,21,145,620L500US09145
